time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,breakdown_topic,breakdown,max_age,needs_met,he,employ,transfer,no_engage,moved_outside_eng,deceased,not_rec,other,total_ceased
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000020,207,Kensington and Chelsea,Years plan held,8 years,1,0,0,0,0,0,1,0,0,0,2
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000020,207,Kensington and Chelsea,Years plan held,Under a year,0,1,0,0,2,0,5,0,0,0,8
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Age plan ceased,age 10,0,0,0,0,13,0,2,0,0,0,15
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Age plan ceased,age 11,0,1,0,0,8,0,0,0,0,0,9
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Age plan ceased,age 12,0,1,0,0,7,0,2,0,0,0,10
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Age plan ceased,age 13,0,0,0,0,10,0,1,0,0,0,11
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Age plan ceased,age 14,0,1,0,0,9,0,3,0,0,0,13
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Age plan ceased,age 15,0,0,1,0,5,0,1,0,0,0,7
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Age plan ceased,age 16,0,5,0,0,8,0,2,0,0,0,15
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Age plan ceased,age 17,0,0,0,1,14,0,0,0,0,0,15
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Age plan ceased,age 18,0,3,8,1,7,11,1,0,0,0,31
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Age plan ceased,age 19,0,2,8,10,7,26,0,0,0,0,53
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Age plan ceased,age 20 and over,7,8,27,18,4,219,1,0,0,0,284
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Age plan ceased,age 4,0,0,0,0,3,0,0,0,0,0,3
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Age plan ceased,age 5,0,0,0,0,5,0,0,0,0,0,5
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Age plan ceased,age 6,0,0,0,0,8,0,0,0,0,0,8
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Age plan ceased,age 7,0,1,0,0,7,0,0,0,0,0,8
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Age plan ceased,age 8,0,0,0,0,10,0,1,2,0,0,13
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Age plan ceased,age 9,0,0,0,0,12,0,0,0,0,0,12
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Age plan ceased,Age unknown,2,0,0,0,0,0,0,0,0,0,2
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,All ceased EHC plans,All ceased EHC plans,9,22,44,30,137,256,14,2,0,0,514
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Ethnicity,Any other ethnic group,0,2,1,1,5,10,0,0,0,0,19
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Ethnicity,Asian - Any other Asian background,0,0,5,0,5,3,0,0,0,0,13
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Ethnicity,Asian - Bangladeshi,0,0,0,0,5,2,0,1,0,0,8
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Ethnicity,Asian - Indian,0,0,0,0,0,1,0,0,0,0,1
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Ethnicity,Asian - Pakistani,1,0,0,0,0,3,0,0,0,0,4
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Ethnicity,Black - Any other Black background,0,1,0,3,4,12,1,0,0,0,21
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Ethnicity,Black - Black African,1,4,11,5,25,49,7,0,0,0,102
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Ethnicity,Black - Black Caribbean,1,4,9,7,21,66,0,0,0,0,108
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Ethnicity,Mixed - Any other Mixed background,0,1,0,1,9,5,0,0,0,0,16
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Ethnicity,Mixed - White and Asian,0,0,1,0,0,1,0,0,0,0,2
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Ethnicity,Mixed - White and Black African,0,0,1,1,1,4,0,0,0,0,7
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Ethnicity,Mixed - White and Black Caribbean,1,0,3,3,14,23,0,0,0,0,44
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Ethnicity,Unclassified,2,1,5,1,23,19,0,1,0,0,52
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Ethnicity,White - Any other White background,2,3,4,3,4,20,3,0,0,0,39
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Ethnicity,White - Irish,0,0,0,1,0,0,0,0,0,0,1
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Ethnicity,White - Traveller of Irish heritage,0,0,0,0,1,0,0,0,0,0,1
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Ethnicity,White - White British,1,6,4,4,20,38,3,0,0,0,76
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Sex,Female,2,5,15,9,40,73,4,2,0,0,150
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Sex,Male,7,17,29,21,97,183,10,0,0,0,364
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Type of placement,AP/PRU - academy,0,1,0,0,1,1,0,0,0,0,3
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Type of placement,AP/PRU - free school,0,0,0,0,0,1,0,0,0,0,1
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Type of placement,AP/PRU - total,0,1,0,0,1,2,0,0,0,0,4
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Type of placement,Educated elsewhere - elective home education,0,1,0,0,1,0,0,0,0,0,2
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Type of placement,Educated elsewhere - NEET,1,0,0,1,0,17,0,0,0,0,19
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Type of placement,Educated elsewhere - not in education or training (notice to cease issued),1,0,2,2,9,14,0,0,0,0,28
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Type of placement,Educated elsewhere - not in education or training (other),0,0,0,0,2,4,0,0,0,0,6
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Type of placement,Educated elsewhere - other arrangements by LA,0,1,0,0,0,1,0,0,0,0,2
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Type of placement,Educated elsewhere - other arrangements by parents,0,0,0,0,0,1,0,0,0,0,1
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Type of placement,Educated elsewhere - other placement settings,0,0,1,1,0,1,0,0,0,0,3
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Type of placement,Educated elsewhere - total,2,2,3,4,12,38,0,0,0,0,61
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Type of placement,FE - general FE and tertiary colleges,6,6,19,18,4,151,1,0,0,0,205
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Type of placement,FE - specialist post-16 institutions,0,1,0,1,0,6,0,0,0,0,8
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Type of placement,FE - total,6,8,20,19,4,161,1,0,0,0,219
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Type of placement,FE - UKRLP provider,0,1,1,0,0,4,0,0,0,0,6
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Type of placement,Mainstream - academy,0,4,11,2,21,8,2,0,0,0,48
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Type of placement,Mainstream - academy (resourced provision),0,0,0,0,2,0,0,0,0,0,2
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Type of placement,Mainstream - free school,0,0,0,0,3,0,0,0,0,0,3
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Type of placement,Mainstream - independent,0,1,1,0,3,4,0,0,0,0,9
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Type of placement,Mainstream - LA maintained,0,5,5,1,57,6,6,1,0,0,81
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Type of placement,Mainstream - LA maintained (resourced provision),0,0,0,0,3,0,2,0,0,0,5
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Type of placement,Mainstream - total,0,10,17,3,89,18,10,1,0,0,148
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Type of placement,Non-maintained early years,0,0,0,0,1,0,0,0,0,0,1
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Type of placement,Placement not recorded,1,0,2,1,0,18,0,0,0,0,22
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Type of placement,Special - Academy/free schools,0,0,1,0,6,8,1,0,0,0,16
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Type of placement,Special - independent,0,0,0,0,3,1,1,0,0,0,5
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Type of placement,Special - LA maintained,0,1,1,3,21,10,1,1,0,0,38
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Type of placement,Special - total,0,1,2,3,30,19,3,1,0,0,59
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Years plan held,1 year,0,3,4,3,31,16,1,0,0,0,58
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Years plan held,10 years,0,0,0,0,0,1,0,0,0,0,1
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Years plan held,11 years,0,0,0,0,0,1,0,0,0,0,1
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Years plan held,2 years,0,2,7,2,27,33,2,0,0,0,73
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Years plan held,3 years,4,5,12,3,32,36,3,1,0,0,96
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Years plan held,4 years,1,3,8,9,16,62,4,1,0,0,104
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Years plan held,5 years,1,4,5,0,4,44,1,0,0,0,59
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Years plan held,6 years,2,1,5,5,3,43,2,0,0,0,61
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Years plan held,7 years,1,3,2,8,0,15,0,0,0,0,29
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Years plan held,8 years,0,1,1,0,1,2,0,0,0,0,5
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Years plan held,9 years,0,0,0,0,1,2,0,0,0,0,3
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Years plan held,Under a year,0,0,0,0,22,1,1,0,0,0,24
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Age plan ceased,age 10,0,0,0,0,15,0,0,0,0,0,15
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Age plan ceased,age 11,0,0,0,0,7,0,0,1,0,0,8
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Age plan ceased,age 12,0,1,0,0,10,0,0,0,0,0,11
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Age plan ceased,age 13,0,0,0,0,8,0,1,1,0,0,10
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Age plan ceased,age 14,0,0,0,0,7,0,1,0,0,0,8
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Age plan ceased,age 15,0,0,0,0,7,0,0,1,0,0,8
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Age plan ceased,age 16,0,8,0,0,6,0,0,2,0,0,16
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Age plan ceased,age 17,0,3,0,0,4,0,0,0,0,0,7
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Age plan ceased,age 18,0,13,0,0,7,0,0,0,0,0,20
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Age plan ceased,age 19,0,57,0,0,3,0,0,0,0,0,60
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Age plan ceased,age 20 and over,8,41,0,0,3,0,1,0,0,0,53
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Age plan ceased,age 3,0,0,0,0,2,0,0,0,0,0,2
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Age plan ceased,age 4,0,0,0,0,1,0,1,0,0,0,2
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Age plan ceased,age 5,0,0,0,0,2,0,0,0,0,0,2
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Age plan ceased,age 6,0,0,0,0,1,0,0,1,0,0,2
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Age plan ceased,age 7,0,0,0,0,10,0,1,0,0,0,11
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Age plan ceased,age 8,0,0,0,0,5,0,2,0,0,0,7
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Age plan ceased,age 9,0,0,0,0,7,0,0,0,0,0,7
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,All ceased EHC plans,All ceased EHC plans,8,123,0,0,105,0,7,6,0,0,249
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Ethnicity,Any other ethnic group,1,4,0,0,2,0,1,0,0,0,8
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Ethnicity,Asian - Any other Asian background,0,2,0,0,0,0,0,0,0,0,2
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Ethnicity,Asian - Bangladeshi,0,0,0,0,1,0,1,0,0,0,2
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Ethnicity,Asian - Chinese,0,1,0,0,0,0,0,0,0,0,1
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Ethnicity,Asian - Indian,0,0,0,0,1,0,0,0,0,0,1
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Ethnicity,Asian - Pakistani,0,1,0,0,0,0,0,0,0,0,1
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Ethnicity,Black - Any other Black background,2,7,0,0,6,0,0,0,0,0,15
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Ethnicity,Black - Black African,0,17,0,0,11,0,2,0,0,0,30
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Ethnicity,Black - Black Caribbean,1,19,0,0,9,0,0,0,0,0,29
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Ethnicity,Mixed - Any other Mixed background,1,8,0,0,8,0,0,0,0,0,17
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Ethnicity,Mixed - White and Asian,1,0,0,0,1,0,0,1,0,0,3
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Ethnicity,Mixed - White and Black African,1,1,0,0,3,0,1,0,0,0,6
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Ethnicity,Mixed - White and Black Caribbean,0,8,0,0,2,0,0,1,0,0,11
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Ethnicity,Unclassified,0,16,0,0,33,0,1,2,0,0,52
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Ethnicity,White - Any other White background,0,3,0,0,5,0,1,1,0,0,10
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Ethnicity,White - Irish,0,1,0,0,0,0,0,0,0,0,1
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Ethnicity,White - Traveller of Irish heritage,0,1,0,0,0,0,0,0,0,0,1
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Ethnicity,White - White British,1,34,0,0,23,0,0,1,0,0,59
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Sex,Female,3,37,0,0,21,0,2,2,0,0,65
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Sex,Male,5,86,0,0,84,0,5,4,0,0,184
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Type of placement,AP/PRU - academy,0,0,0,0,1,0,0,0,0,0,1
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Type of placement,AP/PRU - LA maintained,0,1,0,0,0,0,0,0,0,0,1
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Type of placement,AP/PRU - total,0,1,0,0,1,0,0,0,0,0,2
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Type of placement,Educated elsewhere - elective home education,0,1,0,0,2,0,0,0,0,0,3
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Type of placement,Educated elsewhere - NEET,0,6,0,0,0,0,0,0,0,0,6
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Type of placement,Educated elsewhere - other arrangements by LA,3,30,0,0,10,0,0,0,0,0,43
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Type of placement,Educated elsewhere - other schools and establishments,0,1,0,0,0,0,0,0,0,0,1
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Type of placement,Educated elsewhere - total,3,38,0,0,12,0,0,0,0,0,53
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Type of placement,FE - general FE and tertiary colleges,2,48,0,0,6,0,0,0,0,0,56
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Type of placement,FE - specialist post-16 institutions,1,8,0,0,2,0,1,0,0,0,12
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Type of placement,FE - total,3,56,0,0,8,0,1,0,0,0,68
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Type of placement,Mainstream - academy,0,6,0,0,10,0,2,0,0,0,18
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Type of placement,Mainstream - free school,0,1,0,0,0,0,0,0,0,0,1
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Type of placement,Mainstream - independent,0,3,0,0,2,0,0,0,0,0,5
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Type of placement,Mainstream - LA maintained,0,8,0,0,25,0,1,1,0,0,35
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Type of placement,Mainstream - total,0,18,0,0,37,0,3,1,0,0,59
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Type of placement,Non-maintained early years,0,0,0,0,2,0,0,0,0,0,2
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Type of placement,Special - Academy/free schools,1,1,0,0,8,0,0,0,0,0,10
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Type of placement,Special - independent,1,7,0,0,8,0,0,0,0,0,16
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Type of placement,Special - LA maintained,0,2,0,0,29,0,3,5,0,0,39
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Type of placement,Special - total,2,10,0,0,45,0,3,5,0,0,65
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Years plan held,1 year,0,9,0,0,22,0,1,0,0,0,32
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Years plan held,10 years,0,2,0,0,0,0,0,0,0,0,2
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Years plan held,11 years,0,1,0,0,0,0,0,1,0,0,2
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Years plan held,12 years and over,6,10,0,0,1,0,2,0,0,0,19
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Years plan held,2 years,0,7,0,0,13,0,2,1,0,0,23
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Years plan held,3 years,0,8,0,0,13,0,0,0,0,0,21
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Years plan held,4 years,0,3,0,0,8,0,0,0,0,0,11
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Years plan held,5 years,0,17,0,0,10,0,0,2,0,0,29
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Years plan held,6 years,0,20,0,0,6,0,0,2,0,0,28
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Years plan held,7 years,1,17,0,0,1,0,0,0,0,0,19
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Years plan held,8 years,1,22,0,0,3,0,1,0,0,0,27
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Years plan held,9 years,0,1,0,0,0,0,0,0,0,0,1
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Years plan held,Under a year,0,6,0,0,28,0,1,0,0,0,35
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Age plan ceased,age 10,0,0,0,0,7,0,0,0,0,0,7
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Age plan ceased,age 11,0,0,0,0,5,0,0,0,0,0,5
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Age plan ceased,age 12,0,0,0,0,3,0,0,0,0,0,3
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Age plan ceased,age 13,0,0,0,0,2,0,1,0,0,0,3
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Age plan ceased,age 14,0,0,0,0,9,0,0,0,0,0,9
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Age plan ceased,age 15,0,1,0,0,4,0,0,1,0,0,6
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Age plan ceased,age 16,0,0,0,0,4,0,0,0,0,0,4
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Age plan ceased,age 17,0,0,0,0,5,1,0,0,0,0,6
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Age plan ceased,age 18,0,4,3,1,3,5,0,0,0,0,16
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Age plan ceased,age 19,0,3,3,0,2,13,0,0,0,0,21
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Age plan ceased,age 20 and over,36,12,5,3,4,36,0,0,0,0,96
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Age plan ceased,age 3,0,0,0,0,1,0,0,0,0,0,1
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Age plan ceased,age 4,0,0,0,0,2,0,0,0,0,0,2
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Age plan ceased,age 5,0,0,0,0,3,0,2,0,0,0,5
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Age plan ceased,age 6,0,0,0,0,8,0,2,0,0,0,10
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Age plan ceased,age 7,0,0,0,0,9,0,3,0,0,0,12
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Age plan ceased,age 8,0,0,0,0,8,0,1,1,0,0,10
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Age plan ceased,age 9,0,0,0,0,5,0,0,0,0,0,5
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,All ceased EHC plans,All ceased EHC plans,36,20,11,4,84,55,9,2,0,0,221
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Ethnicity,Any other ethnic group,1,0,1,0,7,2,2,0,0,0,13
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Ethnicity,Asian - Bangladeshi,2,0,0,0,1,0,0,1,0,0,4
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Ethnicity,Asian - Chinese,0,0,0,0,0,1,0,0,0,0,1
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Ethnicity,Asian - Indian,0,0,0,0,1,0,0,0,0,0,1
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Ethnicity,Black - Any other Black background,3,0,1,0,8,6,0,0,0,0,18
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Ethnicity,Black - Black African,12,3,3,1,18,9,4,1,0,0,51
2024,Calendar year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Ethnicity,Black - Black Caribbean,7,2,0,2,6,10,0,0,0,0,27
