time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,breakdown_topic,breakdown,ehc_plans,number_asd,number_hi,number_mld,number_msi,number_oth,number_pd,number_pmld,number_semh,number_slcn,number_sld,number_spld,number_vi,number_need_unknown,asd_pc,hi_pc,mld_pc,msi_pc,oth_pc,pd_pc,pmld_pc,semh_pc,slcn_pc,sld_pc,spld_pc,vi_pc,unknown_pc
202425,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,937,Warwickshire,Type of placement,Mainstream - independent,36,14,0,1,0,1,3,0,16,0,0,1,0,0,38.9,0,2.8,0,2.8,8.3,0,44.4,0,0,2.8,0,0
202425,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,937,Warwickshire,Type of placement,Mainstream - LA maintained,343,144,1,14,1,2,9,0,64,102,3,2,1,0,42,0.3,4.1,0.3,0.6,2.6,0,18.7,29.7,0.9,0.6,0.3,0
202425,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,937,Warwickshire,Type of placement,Mainstream - LA maintained (resourced provision),22,10,0,0,0,1,0,0,2,9,0,0,0,0,45.5,0,0,0,4.5,0,0,9.1,40.9,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,937,Warwickshire,Type of placement,Mainstream - total,889,384,2,52,1,12,31,1,218,170,4,9,5,0,43.2,0.2,5.8,0.1,1.3,3.5,0.1,24.5,19.1,0.4,1,0.6,0
202425,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,937,Warwickshire,Type of placement,Non-maintained early years,21,7,0,1,0,0,1,0,0,12,0,0,0,0,33.3,0,4.8,0,0,4.8,0,0,57.1,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,937,Warwickshire,Type of placement,Placement not recorded,27,10,0,1,0,1,1,0,10,3,0,1,0,0,37,0,3.7,0,3.7,3.7,0,37,11.1,0,3.7,0,0
202425,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,937,Warwickshire,Type of placement,Special - Academy/free schools,75,34,0,4,0,2,1,1,9,23,1,0,0,0,45.3,0,5.3,0,2.7,1.3,1.3,12,30.7,1.3,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,937,Warwickshire,Type of placement,Special - independent,57,31,0,0,0,0,0,0,24,2,0,0,0,0,54.4,0,0,0,0,0,0,42.1,3.5,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,937,Warwickshire,Type of placement,Special - LA maintained,26,15,0,1,0,0,1,0,2,6,0,1,0,0,57.7,0,3.8,0,0,3.8,0,7.7,23.1,0,3.8,0,0
202425,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,937,Warwickshire,Type of placement,Special - total,158,80,0,5,0,2,2,1,35,31,1,1,0,0,50.6,0,3.2,0,1.3,1.3,0.6,22.2,19.6,0.6,0.6,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Age when plan started,age 10,43,8,0,11,0,0,1,0,9,11,0,3,0,0,18.6,0,25.6,0,0,2.3,0,20.9,25.6,0,7,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Age when plan started,age 11,30,10,0,5,0,0,0,0,7,7,0,1,0,0,33.3,0,16.7,0,0,0,0,23.3,23.3,0,3.3,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Age when plan started,age 12,18,4,0,1,0,0,0,0,10,1,0,2,0,0,22.2,0,5.6,0,0,0,0,55.6,5.6,0,11.1,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Age when plan started,age 13,32,5,0,7,0,0,0,0,10,5,0,4,1,0,15.6,0,21.9,0,0,0,0,31.3,15.6,0,12.5,3.1,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Age when plan started,age 14,22,5,0,3,0,0,0,0,8,6,0,0,0,0,22.7,0,13.6,0,0,0,0,36.4,27.3,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Age when plan started,age 15,17,5,0,3,0,0,0,0,5,3,0,1,0,0,29.4,0,17.6,0,0,0,0,29.4,17.6,0,5.9,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Age when plan started,age 16,9,3,0,0,0,1,0,0,1,3,0,1,0,0,33.3,0,0,0,11.1,0,0,11.1,33.3,0,11.1,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Age when plan started,age 17,2,1,0,0,0,0,0,0,1,0,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Age when plan started,age 19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Age when plan started,age 2 and under,5,1,0,0,0,1,2,0,0,1,0,0,0,0,20,0,0,0,20,40,0,0,20,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Age when plan started,age 3,24,6,0,0,1,0,3,0,0,14,0,0,0,0,25,0,0,4.2,0,12.5,0,0,58.3,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Age when plan started,age 4,60,26,0,2,0,0,0,0,1,31,0,0,0,0,43.3,0,3.3,0,0,0,0,1.7,51.7,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Age when plan started,age 5,58,26,0,1,0,0,3,0,4,24,0,0,0,0,44.8,0,1.7,0,0,5.2,0,6.9,41.4,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Age when plan started,age 6,25,6,1,1,0,0,0,0,6,11,0,0,0,0,24,4,4,0,0,0,0,24,44,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Age when plan started,age 7,23,5,0,2,0,0,0,0,3,12,0,1,0,0,21.7,0,8.7,0,0,0,0,13,52.2,0,4.3,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Age when plan started,age 8,26,6,0,6,0,0,0,0,5,8,0,1,0,0,23.1,0,23.1,0,0,0,0,19.2,30.8,0,3.8,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Age when plan started,age 9,25,5,0,6,0,0,2,0,3,6,1,2,0,0,20,0,24,0,0,8,0,12,24,4,8,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,All EHC plans,All EHC plans,420,122,1,49,1,2,11,0,73,143,1,16,1,0,29,0.2,11.7,0.2,0.5,2.6,0,17.4,34,0.2,3.8,0.2,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Ethnicity,Any other ethnic group,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Ethnicity,Asian - Chinese,2,1,0,0,0,0,0,0,0,1,0,0,0,0,50,0,0,0,0,0,0,0,50,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Ethnicity,Asian - Indian,4,1,0,1,0,0,1,0,0,1,0,0,0,0,25,0,25,0,0,25,0,0,25,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Ethnicity,Asian - Pakistani,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Ethnicity,Black - Any other Black background,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Ethnicity,Black - Black African,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,66.7,33.3,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Ethnicity,Mixed - Any other Mixed background,4,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,25,0,0,0,0,0,75,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Ethnicity,Mixed - White and Black African,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Ethnicity,Unclassified,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,33.3,0,0,33.3,33.3,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Ethnicity,White - Any other White background,8,1,0,1,0,0,0,0,0,6,0,0,0,0,12.5,0,12.5,0,0,0,0,0,75,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Ethnicity,White - White British,392,118,1,45,1,1,10,0,72,127,0,16,1,0,30.1,0.3,11.5,0.3,0.3,2.6,0,18.4,32.4,0,4.1,0.3,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Sex,Female,133,43,0,19,0,0,7,0,20,41,0,2,1,0,32.3,0,14.3,0,0,5.3,0,15,30.8,0,1.5,0.8,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Sex,Male,287,79,1,30,1,2,4,0,53,102,1,14,0,0,27.5,0.3,10.5,0.3,0.7,1.4,0,18.5,35.5,0.3,4.9,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Type of placement,AP/PRU - academy,4,1,0,0,0,0,0,0,3,0,0,0,0,0,25,0,0,0,0,0,0,75,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Type of placement,AP/PRU - free school,2,1,0,0,0,0,0,0,1,0,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Type of placement,AP/PRU - total,6,2,0,0,0,0,0,0,4,0,0,0,0,0,33.3,0,0,0,0,0,0,66.7,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Type of placement,Educated elsewhere - elective home education,5,1,0,2,0,0,0,0,1,1,0,0,0,0,20,0,40,0,0,0,0,20,20,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Type of placement,Educated elsewhere - NEET,3,1,0,1,0,0,0,0,1,0,0,0,0,0,33.3,0,33.3,0,0,0,0,33.3,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Type of placement,Educated elsewhere - not in education or training (compulsory school age),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Type of placement,Educated elsewhere - not in education or training (other),3,1,0,0,0,1,1,0,0,0,0,0,0,0,33.3,0,0,0,33.3,33.3,0,0,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Type of placement,Educated elsewhere - other arrangements by LA,2,1,0,0,0,0,0,0,1,0,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Type of placement,Educated elsewhere - total,14,4,0,4,0,1,1,0,3,1,0,0,0,0,28.6,0,28.6,0,7.1,7.1,0,21.4,7.1,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Type of placement,FE - general FE and tertiary colleges,13,3,0,2,0,1,0,0,1,5,0,1,0,0,23.1,0,15.4,0,7.7,0,0,7.7,38.5,0,7.7,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Type of placement,FE - total,14,3,0,2,0,1,0,0,2,5,0,1,0,0,21.4,0,14.3,0,7.1,0,0,14.3,35.7,0,7.1,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Type of placement,FE - UKRLP provider,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Type of placement,Mainstream - academy,251,68,1,32,0,0,6,0,47,83,1,12,1,0,27.1,0.4,12.7,0,0,2.4,0,18.7,33.1,0.4,4.8,0.4,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Type of placement,Mainstream - academy (resourced provision),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Type of placement,Mainstream - free school,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Type of placement,Mainstream - LA maintained,103,33,0,10,1,0,1,0,13,42,0,3,0,0,32,0,9.7,1,0,1,0,12.6,40.8,0,2.9,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Type of placement,Mainstream - total,356,102,1,42,1,0,7,0,60,126,1,15,1,0,28.7,0.3,11.8,0.3,0,2,0,16.9,35.4,0.3,4.2,0.3,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Type of placement,Non-maintained early years,21,8,0,0,0,0,2,0,0,11,0,0,0,0,38.1,0,0,0,0,9.5,0,0,52.4,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Type of placement,Special - Academy/free schools,9,3,0,1,0,0,1,0,4,0,0,0,0,0,33.3,0,11.1,0,0,11.1,0,44.4,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Type of placement,Special - total,9,3,0,1,0,0,1,0,4,0,0,0,0,0,33.3,0,11.1,0,0,11.1,0,44.4,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Age when plan started,age 10,46,8,0,5,0,0,1,0,9,16,0,6,0,1,17.4,0,10.9,0,0,2.2,0,19.6,34.8,0,13,0,2.2
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Age when plan started,age 11,32,11,0,1,0,0,0,0,11,4,0,3,1,1,34.4,0,3.1,0,0,0,0,34.4,12.5,0,9.4,3.1,3.1
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Age when plan started,age 12,21,6,0,2,0,0,0,0,5,6,0,1,0,1,28.6,0,9.5,0,0,0,0,23.8,28.6,0,4.8,0,4.8
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Age when plan started,age 13,15,3,0,0,0,0,1,0,5,4,1,0,0,1,20,0,0,0,0,6.7,0,33.3,26.7,6.7,0,0,6.7
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Age when plan started,age 14,15,6,0,0,0,0,0,0,7,1,0,1,0,0,40,0,0,0,0,0,0,46.7,6.7,0,6.7,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Age when plan started,age 15,22,6,0,1,0,0,2,0,8,2,1,1,0,1,27.3,0,4.5,0,0,9.1,0,36.4,9.1,4.5,4.5,0,4.5
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Age when plan started,age 16,16,5,0,0,0,0,2,0,8,1,0,0,0,0,31.3,0,0,0,0,12.5,0,50,6.3,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Age when plan started,age 17,7,4,0,0,0,0,0,0,2,1,0,0,0,0,57.1,0,0,0,0,0,0,28.6,14.3,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Age when plan started,age 18,4,1,0,0,0,0,0,0,1,2,0,0,0,0,25,0,0,0,0,0,0,25,50,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Age when plan started,age 19,3,2,0,0,0,0,0,0,0,1,0,0,0,0,66.7,0,0,0,0,0,0,0,33.3,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Age when plan started,age 2 and under,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,33.3,0,33.3,0,0,0,33.3
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Age when plan started,age 20 and over,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Age when plan started,age 3,16,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,25,0,0,75,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Age when plan started,age 4,83,12,0,0,0,0,7,0,0,62,0,0,1,1,14.5,0,0,0,0,8.4,0,0,74.7,0,0,1.2,1.2
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Age when plan started,age 5,60,3,0,0,0,0,5,0,2,50,0,0,0,0,5,0,0,0,0,8.3,0,3.3,83.3,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Age when plan started,age 6,49,6,0,0,0,0,1,0,3,38,0,1,0,0,12.2,0,0,0,0,2,0,6.1,77.6,0,2,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Age when plan started,age 7,33,4,0,1,0,0,2,0,6,20,0,0,0,0,12.1,0,3,0,0,6.1,0,18.2,60.6,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Age when plan started,age 8,27,3,0,1,0,0,1,0,12,9,0,0,0,1,11.1,0,3.7,0,0,3.7,0,44.4,33.3,0,0,0,3.7
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Age when plan started,age 9,26,4,0,2,0,0,0,0,11,8,0,1,0,0,15.4,0,7.7,0,0,0,0,42.3,30.8,0,3.8,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,All EHC plans,All EHC plans,479,84,0,13,0,0,26,1,90,238,2,14,2,9,17.5,0,2.7,0,0,5.4,0.2,18.8,49.7,0.4,2.9,0.4,1.9
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Ethnicity,Any other ethnic group,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Ethnicity,Asian - Any other Asian background,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Ethnicity,Asian - Indian,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Ethnicity,Asian - Pakistani,4,1,0,0,0,0,0,0,1,2,0,0,0,0,25,0,0,0,0,0,0,25,50,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Ethnicity,Black - Any other Black background,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Ethnicity,Black - Black African,14,2,0,1,0,0,3,0,0,7,1,0,0,0,14.3,0,7.1,0,0,21.4,0,0,50,7.1,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Ethnicity,Mixed - Any other Mixed background,2,1,0,0,0,0,0,0,0,1,0,0,0,0,50,0,0,0,0,0,0,0,50,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Ethnicity,Mixed - White and Asian,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Ethnicity,Mixed - White and Black African,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Ethnicity,Mixed - White and Black Caribbean,3,1,0,0,0,0,0,0,0,1,0,0,0,1,33.3,0,0,0,0,0,0,0,33.3,0,0,0,33.3
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Ethnicity,Unclassified,28,8,0,1,0,0,2,0,4,12,1,0,0,0,28.6,0,3.6,0,0,7.1,0,14.3,42.9,3.6,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Ethnicity,White - Any other White background,15,2,0,0,0,0,0,1,1,11,0,0,0,0,13.3,0,0,0,0,0,6.7,6.7,73.3,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Ethnicity,White - Gypsy/Roma,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Ethnicity,White - Irish,4,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,75,0,25,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Ethnicity,White - White British,394,69,0,11,0,0,18,0,80,192,0,14,2,8,17.5,0,2.8,0,0,4.6,0,20.3,48.7,0,3.6,0.5,2
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Sex,Female,138,30,0,6,0,0,9,1,26,56,1,5,0,4,21.7,0,4.3,0,0,6.5,0.7,18.8,40.6,0.7,3.6,0,2.9
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Sex,Male,341,54,0,7,0,0,17,0,64,182,1,9,2,5,15.8,0,2.1,0,0,5,0,18.8,53.4,0.3,2.6,0.6,1.5
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Type of placement,AP/PRU - LA maintained,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,33.3,33.3,33.3,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Type of placement,AP/PRU - total,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,33.3,33.3,33.3,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Type of placement,Educated elsewhere - elective home education,6,1,0,0,0,0,0,0,1,3,0,1,0,0,16.7,0,0,0,0,0,0,16.7,50,0,16.7,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Type of placement,Educated elsewhere - NEET,3,1,0,0,0,0,0,0,2,0,0,0,0,0,33.3,0,0,0,0,0,0,66.7,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Type of placement,Educated elsewhere - other placement settings,18,6,0,0,0,0,1,0,5,4,1,0,0,1,33.3,0,0,0,0,5.6,0,27.8,22.2,5.6,0,0,5.6
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Type of placement,Educated elsewhere - total,27,8,0,0,0,0,1,0,8,7,1,1,0,1,29.6,0,0,0,0,3.7,0,29.6,25.9,3.7,3.7,0,3.7
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Type of placement,FE - general FE and tertiary colleges,12,6,0,0,0,0,1,0,3,1,0,1,0,0,50,0,0,0,0,8.3,0,25,8.3,0,8.3,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Type of placement,FE - specialist post-16 institutions,10,4,0,0,0,0,0,0,3,3,0,0,0,0,40,0,0,0,0,0,0,30,30,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Type of placement,FE - total,22,10,0,0,0,0,1,0,6,4,0,1,0,0,45.5,0,0,0,0,4.5,0,27.3,18.2,0,4.5,0,0
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Type of placement,Mainstream - academy,295,46,0,12,0,0,12,0,49,161,0,12,2,1,15.6,0,4.1,0,0,4.1,0,16.6,54.6,0,4.1,0.7,0.3
202425,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Type of placement,Mainstream - academy (resourced provision),1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
